"","id","lvl","qualification","autonomy","subdiv_regulations","company_regulations","direct_juniors","func_juniors","income_influence","error_cost"
"778","таб_7735811","Сотрудник",4,2,2,2,1,1,1,1
"779","таб_5724154","Сотрудник",4,2,2,1,1,1,1,2
"780","таб_1574467","Сотрудник",2,2,1,1,1,1,2,2
"781","таб_3355099","Менеджер",4,2,2,1,2,1,1,1
"782","таб_5026841","Сотрудник",2,2,1,1,1,1,2,2
"783","таб_4749119","Сотрудник",2,1,1,1,1,1,1,1
"784","таб_2592116","Сотрудник",2,1,1,1,1,1,2,2
"785","таб_9633043","Сотрудник",2,2,1,1,1,2,2,2
"786","таб_9713728","Сотрудник",5,2,2,1,1,1,1,2
"787","таб_3672221","Менеджер",4,2,2,1,2,1,3,2
"788","таб_1338957","Сотрудник",5,3,1,1,1,1,1,2
"789","таб_1390351","Сотрудник",2,2,1,1,1,1,2,2
"790","таб_9336851","Менеджер",5,3,1,1,1,2,1,1
"791","таб_8920891","Сотрудник",2,1,1,1,1,1,2,2
"792","таб_9072508","Сотрудник",1,1,1,1,1,1,1,1
"793","таб_7233974","Сотрудник",2,2,1,1,1,1,2,1
"794","таб_3351208","Менеджер",4,2,2,1,2,1,1,1
"795","таб_5775900","Менеджер",4,2,2,1,2,3,3,2
"796","таб_4800965","Сотрудник",2,1,1,1,1,1,1,1
"797","таб_9726361","Сотрудник",4,2,2,1,1,1,1,2
"798","таб_5212398","Сотрудник",5,3,1,1,1,1,1,2
"799","таб_9264895","Менеджер",4,2,2,1,2,3,3,2
"800","таб_6213884","Менеджер",4,1,2,1,2,1,2,2
"801","таб_6418509","Менеджер",6,5,3,4,2,1,5,5
"802","таб_8705590","Сотрудник",2,1,1,1,1,1,2,2
"803","таб_112930","Менеджер",4,2,2,1,2,1,3,3
"804","таб_9139951","Сотрудник",4,3,2,1,1,1,1,3
"805","таб_40265","Сотрудник",2,1,1,1,1,1,1,1
"806","таб_5433134","Менеджер",4,3,2,2,1,2,1,1
"807","таб_2893747","Сотрудник",1,2,1,1,1,1,1,1
"808","таб_9946402","Сотрудник",2,2,1,1,1,1,2,2
"809","таб_6907035","Сотрудник",2,2,1,1,1,2,2,2
"810","таб_8692058","Сотрудник",2,2,1,1,1,1,1,1
"811","таб_2480764","Менеджер",5,2,2,1,1,2,3,1
"812","таб_1458054","Менеджер",5,2,1,1,1,1,2,3
"813","таб_3134302","Сотрудник",2,2,1,1,1,1,2,1
"814","таб_9517083","Менеджер",5,3,1,1,1,2,1,1
"815","таб_6974398","Менеджер",2,2,2,1,2,1,2,2
"816","таб_7723248","Сотрудник",2,2,1,1,1,1,2,2
"817","таб_1875392","Сотрудник",4,2,2,1,1,1,1,2
"818","таб_5263319","Сотрудник",4,3,1,1,1,2,1,2
"819","таб_2745135","Сотрудник",1,1,1,1,1,1,2,1
"820","таб_9236285","Сотрудник",2,2,1,1,1,1,2,1
"821","таб_4896499","Сотрудник",1,1,1,1,1,1,1,1
"822","таб_519077","Сотрудник",1,1,1,1,1,1,1,1
"823","таб_1101156","Менеджер",5,3,1,1,1,2,1,1
"824","таб_3745757","Сотрудник",4,2,1,1,1,1,1,2
"825","таб_348117","Сотрудник",1,1,1,1,1,1,2,1
"826","таб_1999089","Менеджер",2,2,2,1,2,1,2,2
"827","таб_7735791","Менеджер",5,3,1,1,1,2,3,2
"828","таб_5439409","Сотрудник",2,2,1,1,1,1,1,2
"829","таб_6298768","Менеджер",4,2,2,1,2,4,3,3
"830","таб_8918799","Сотрудник",2,1,1,1,1,1,1,1
"831","таб_1317892","Сотрудник",1,1,1,1,1,1,1,1
"832","таб_2371052","Менеджер",5,3,2,3,2,3,4,2
"833","таб_2154368","Сотрудник",4,3,1,1,1,1,1,1
"834","таб_9090155","Менеджер",2,2,2,1,2,1,2,2
"835","таб_7298925","Сотрудник",2,2,2,1,1,1,1,1
"836","таб_1397118","Сотрудник",2,2,1,1,1,1,1,1
"837","таб_1272971","Сотрудник",1,1,1,1,1,1,1,1
"838","таб_4347743","Сотрудник",2,2,1,1,1,1,2,1
"839","таб_3775820","Сотрудник",2,2,1,1,1,1,1,1
"840","таб_7671264","Сотрудник",2,2,1,1,1,1,2,2
"841","таб_603512","Сотрудник",2,2,1,1,1,1,2,2
"842","таб_655146","Менеджер",4,1,2,1,2,1,2,2
"843","таб_1953761","Сотрудник",3,2,1,1,1,1,2,1
"844","таб_1838659","Менеджер",4,2,2,1,2,3,3,2
"845","таб_2584594","Сотрудник",2,2,1,1,1,1,2,2
"846","таб_8521401","Менеджер",4,2,2,1,2,3,3,2
"847","таб_1383375","Сотрудник",2,2,1,1,1,1,2,2
"848","таб_9263337","Сотрудник",2,2,1,1,1,1,1,1
"849","таб_8843806","Сотрудник",2,2,1,1,1,1,2,2
"850","таб_3210153","Сотрудник",2,2,1,1,1,2,2,2
"851","таб_5460316","Сотрудник",3,2,2,1,1,1,1,2
"852","таб_4904102","Сотрудник",1,1,1,1,1,1,1,1
"853","таб_1845917","Менеджер",4,3,1,1,1,1,1,1
"854","таб_2478618","Сотрудник",4,2,2,2,1,1,1,1
"855","таб_7856415","Менеджер",2,3,2,1,2,2,3,3
"856","таб_4260819","Сотрудник",2,2,1,1,1,1,2,2
"857","таб_6851252","Сотрудник",1,2,1,1,1,1,1,1
"858","таб_3509945","Менеджер",4,3,2,1,3,1,3,2
"859","таб_8369750","Сотрудник",2,1,1,1,1,1,1,1
"860","таб_2760651","Сотрудник",1,1,1,1,1,1,1,1
"861","таб_8023517","Сотрудник",1,1,1,1,1,1,2,1
"862","таб_2487797","Сотрудник",2,2,1,1,1,1,2,2
"863","таб_120389","Сотрудник",4,3,2,1,1,1,1,3
"864","таб_1247882","Менеджер",4,2,2,1,2,3,3,2
"865","таб_2536320","Сотрудник",4,2,1,1,1,1,1,2
"866","таб_6535016","Сотрудник",2,1,1,1,1,1,2,2
"867","таб_631701","Менеджер",5,3,1,2,1,2,1,1
"868","таб_9939400","Менеджер",4,2,2,1,2,1,3,2
"869","таб_4381885","Сотрудник",5,3,1,1,1,1,1,2
"870","таб_6183323","Сотрудник",4,2,1,1,1,1,1,1
"871","таб_6354793","Сотрудник",2,1,1,1,1,1,1,1
"872","таб_9446502","Сотрудник",2,2,1,1,1,1,2,2
"873","таб_4768633","Сотрудник",4,3,1,1,1,1,1,1
"874","таб_2339619","Менеджер",5,3,2,3,2,2,1,2
"875","таб_8104444","Сотрудник",4,3,2,1,1,1,1,3
"876","таб_5207341","Сотрудник",1,2,1,1,1,1,1,1
"877","таб_3086015","Сотрудник",2,2,1,1,1,1,2,2
"878","таб_6116051","Менеджер",4,2,2,1,2,3,3,2
"879","таб_8820313","Менеджер",2,2,2,1,2,1,2,2
"880","таб_9051877","Сотрудник",1,1,1,1,1,1,2,1
"881","таб_9944801","Сотрудник",4,2,2,2,1,1,1,1
"882","таб_6656426","Сотрудник",5,2,1,1,1,1,1,1
"883","таб_8068687","Менеджер",4,2,2,1,2,3,3,2
"884","таб_8323584","Менеджер",5,3,2,2,1,2,3,3
"885","таб_6147210","Сотрудник",4,2,1,1,1,1,2,2
"886","таб_9578644","Сотрудник",2,2,1,1,1,1,2,2
"887","таб_6317538","Менеджер",5,3,2,2,2,1,1,1
"888","таб_2187523","Сотрудник",4,3,1,1,1,1,1,1
"889","таб_5522619","Менеджер",4,1,2,1,2,1,2,2
"890","таб_4067883","Сотрудник",2,2,1,1,1,1,2,1
"891","таб_8519962","Менеджер",4,2,2,1,2,4,3,3
"892","таб_3890228","Менеджер",2,3,2,1,2,2,3,3
"893","таб_2132669","Сотрудник",2,2,1,1,1,1,2,2
"894","таб_1321115","Сотрудник",3,2,1,1,1,1,1,1
"895","таб_9676737","Сотрудник",2,1,1,1,1,1,1,1
"896","таб_3355991","Сотрудник",1,1,1,1,1,1,2,1
"897","таб_5890950","Сотрудник",2,2,1,1,1,1,2,2
"898","таб_8857474","Сотрудник",2,2,1,1,1,1,2,2
"899","таб_3752768","Менеджер",4,2,2,1,2,3,3,2
"900","таб_6993236","Сотрудник",2,2,1,1,1,1,2,2
"901","таб_1737467","Сотрудник",2,2,1,1,1,2,2,2
"902","таб_9929328","Сотрудник",2,2,1,1,1,1,2,2
"903","таб_6181871","Менеджер",5,3,2,2,1,2,1,2
"904","таб_9934678","Менеджер",5,2,1,1,1,1,2,3
"905","таб_8528992","Сотрудник",2,2,1,1,1,1,2,2
"906","таб_2207579","Сотрудник",2,1,1,1,1,1,2,2
"907","таб_3044030","Сотрудник",2,2,1,1,1,1,2,2
"908","таб_8076485","Сотрудник",1,1,1,1,1,1,2,1
"909","таб_9844228","Сотрудник",2,2,1,1,1,1,2,1
"910","таб_7173243","Сотрудник",4,3,1,1,1,2,1,2
"911","таб_1751775","Сотрудник",2,2,1,1,1,1,2,2
"912","таб_4613467","Сотрудник",4,3,1,1,1,1,1,1
"913","таб_477141","Сотрудник",4,2,1,1,1,1,1,1
"914","таб_7705953","Сотрудник",2,2,1,1,1,1,2,2
"915","таб_1219716","Сотрудник",5,3,1,1,1,1,1,2
"916","таб_2844849","Сотрудник",4,2,1,1,1,1,1,1
"917","таб_8373597","Менеджер",4,2,2,1,2,3,3,2
"918","таб_7967306","Менеджер",4,3,1,1,1,1,3,2
"919","таб_174669","Сотрудник",1,1,1,1,1,1,2,1
"920","таб_7308352","Сотрудник",1,1,1,1,1,1,1,1
"921","таб_428862","Сотрудник",4,2,1,1,1,1,3,1
"922","таб_8962832","Сотрудник",2,1,1,1,1,1,2,2
"923","таб_2246796","Менеджер",4,2,2,1,2,2,3,2
"924","таб_1466167","Сотрудник",4,3,1,1,1,1,1,2
"925","таб_2748898","Менеджер",2,2,2,1,2,1,2,2
"926","таб_4580276","Сотрудник",3,2,1,1,1,1,1,1
"927","таб_2954780","Менеджер",4,2,2,1,2,4,3,3
"928","таб_5715492","Сотрудник",2,1,1,1,1,1,1,1
"929","таб_4919126","Менеджер",5,3,2,3,2,1,2,4
"930","таб_8845264","Менеджер",4,2,2,1,2,1,3,2
"931","таб_552659","Менеджер",5,2,2,1,1,2,2,1
"932","таб_564889","Сотрудник",3,2,1,1,1,1,1,1
"933","таб_5852069","Сотрудник",2,1,1,1,1,1,1,1
"934","таб_8149305","Сотрудник",2,2,1,1,1,1,2,2
"935","таб_2106009","Сотрудник",5,3,2,1,1,1,3,2
"936","таб_5841914","Сотрудник",2,2,1,1,1,2,2,2
"937","таб_791523","Сотрудник",4,3,1,2,1,1,1,2
"938","таб_4549107","Сотрудник",2,2,1,1,1,1,2,2
"939","таб_1246568","Сотрудник",2,2,1,1,1,1,2,2
"940","таб_3637025","Сотрудник",2,2,1,1,1,1,2,2
"941","таб_7924754","Менеджер",2,2,2,1,2,1,2,2
"942","таб_6025141","Сотрудник",2,2,1,1,1,1,2,2
"943","таб_3148028","Сотрудник",2,1,1,1,1,1,1,1
"944","таб_2977864","Сотрудник",2,2,1,1,1,1,1,1
"945","таб_5432927","Менеджер",2,2,2,1,2,1,2,2
"946","таб_6137868","Сотрудник",2,2,1,1,1,1,2,2
"947","таб_1396423","Менеджер",2,3,2,1,2,2,3,3
"948","таб_100761","Сотрудник",2,1,1,1,1,1,1,1
"949","таб_3500416","Сотрудник",2,2,1,1,1,1,2,2
"950","таб_3799665","Менеджер",2,3,2,1,2,2,3,3
"951","таб_7785358","Сотрудник",2,1,1,1,1,1,2,2
"952","таб_2772211","Сотрудник",2,2,1,1,1,1,2,2
"953","таб_6858662","Сотрудник",2,2,1,1,1,1,2,1
"954","таб_820090","Сотрудник",1,1,1,1,1,1,1,1
"955","таб_4159850","Менеджер",4,2,2,1,2,3,3,2
"956","таб_9959889","Менеджер",5,3,2,2,4,1,1,1
"957","таб_259619","Сотрудник",4,3,1,1,1,1,2,3
"958","таб_2413340","Сотрудник",2,2,1,1,1,1,2,2
"959","таб_8357657","Сотрудник",4,3,1,1,1,1,3,1
"960","таб_2107372","Сотрудник",5,2,1,1,1,1,1,1
"961","таб_1253943","Сотрудник",2,2,1,1,1,1,2,2
"962","таб_1298272","Сотрудник",4,2,1,1,1,1,1,1
"963","таб_9900755","Сотрудник",2,2,1,1,1,1,2,1
"964","таб_4973875","Сотрудник",1,1,1,1,1,1,1,1
"965","таб_8718519","Менеджер",4,2,2,1,2,1,3,2
"966","таб_5712845","Сотрудник",4,2,1,1,1,1,1,1
"967","таб_434406","Сотрудник",2,1,1,1,1,1,1,1
"968","таб_2425155","Сотрудник",1,1,1,1,1,1,1,1
"969","таб_5326511","Сотрудник",5,2,2,1,1,1,1,2
"970","таб_689112","Сотрудник",1,1,1,1,1,1,2,1
"971","таб_22236","Сотрудник",4,2,1,1,1,1,1,1
"972","таб_5087464","Сотрудник",2,2,1,1,1,1,2,1
"973","таб_3855001","Сотрудник",2,1,1,1,1,1,2,2
"974","таб_7385518","Сотрудник",1,1,1,1,1,1,2,1
"975","таб_2378020","Сотрудник",1,1,1,1,1,1,1,1
"976","таб_7080175","Сотрудник",2,2,1,1,1,1,2,2
"977","таб_9627508","Сотрудник",1,1,1,1,1,1,1,1
"978","таб_4243285","Сотрудник",2,1,1,1,1,1,1,1
"979","таб_6644691","Менеджер",4,4,3,3,2,1,1,1
"980","таб_5110660","Менеджер",4,2,2,1,2,2,3,2
"981","таб_6926739","Сотрудник",2,1,1,1,1,1,2,2
"982","таб_8382231","Менеджер",4,2,2,1,2,2,3,2
"983","таб_3790903","Сотрудник",5,3,2,1,1,1,2,2
"984","таб_7047505","Сотрудник",4,2,1,1,1,1,1,1
"985","таб_7033961","Сотрудник",1,1,1,1,1,1,1,1
"986","таб_3140158","Сотрудник",2,1,1,1,1,1,2,2
"987","таб_8883606","Сотрудник",2,2,1,1,1,1,2,2
"988","таб_321488","Менеджер",4,2,2,1,2,3,3,2
"989","таб_9599070","Сотрудник",1,1,1,1,1,1,1,1
"990","таб_6946551","Сотрудник",2,2,1,1,1,1,2,2
"991","таб_9690003","Сотрудник",4,3,1,1,1,1,1,1
"992","таб_9714614","Сотрудник",1,1,1,1,1,1,2,1
"993","таб_4523487","Менеджер",4,2,2,1,2,4,3,3
"994","таб_8368491","Сотрудник",2,2,1,1,1,1,2,2
"995","таб_8101770","Менеджер",4,2,2,1,2,3,3,2
"996","таб_6387880","Сотрудник",3,1,1,1,1,1,1,1
"997","таб_2302783","Сотрудник",4,2,1,1,1,1,1,1
"998","таб_5492632","Сотрудник",5,3,2,2,1,1,1,3
"999","таб_4459323","Сотрудник",4,2,1,1,1,1,2,2
"1000","таб_1025595","Сотрудник",2,2,2,1,1,1,1,1
"1001","таб_5887318","Сотрудник",1,1,1,1,1,1,1,1
"1002","таб_9514250","Сотрудник",2,2,1,1,1,1,2,2
"1003","таб_2918457","Менеджер",2,2,2,1,2,1,2,2
"1004","таб_7147277","Сотрудник",1,1,1,1,1,1,2,1
"1005","таб_5102154","Сотрудник",2,2,1,1,1,1,2,2
"1006","таб_9948594","Сотрудник",2,2,1,1,1,1,2,2
"1007","таб_1844521","Сотрудник",2,1,1,1,1,1,2,2
"1008","таб_5009500","Менеджер",2,1,1,1,1,1,1,1
"1009","таб_8069195","Сотрудник",3,2,1,1,1,1,1,1
"1010","таб_6153252","Сотрудник",1,1,1,1,1,1,1,1
"1011","таб_9698725","Сотрудник",2,2,1,1,1,1,2,2
"1012","таб_1334078","Сотрудник",2,2,1,1,1,1,2,2
"1013","таб_2187395","Сотрудник",2,2,1,1,1,1,2,2
"1014","таб_2336050","Сотрудник",2,2,1,1,1,1,2,2
"1015","таб_780662","Сотрудник",2,2,1,1,1,2,2,2
"1016","таб_5040397","Сотрудник",4,2,1,1,1,1,2,2
"1017","таб_7875116","Сотрудник",2,1,1,1,1,1,2,2
"1018","таб_1217080","Сотрудник",4,2,1,1,1,1,2,2
"1019","таб_3426153","Менеджер",5,3,2,3,1,3,4,3
"1020","таб_8261944","Сотрудник",2,2,1,1,1,2,2,1
"1021","таб_3554354","Сотрудник",5,2,1,1,1,1,1,1
"1022","таб_304439","Сотрудник",2,2,1,1,1,1,2,2
"1023","таб_4860914","Сотрудник",4,3,1,1,1,1,3,1
"1024","таб_8706322","Сотрудник",2,2,1,1,1,1,2,2
"1025","таб_9993580","Сотрудник",1,1,1,1,1,1,1,1
"1026","таб_473365","Сотрудник",5,2,1,1,1,1,1,1
"1027","таб_4735015","Менеджер",5,3,2,3,2,2,4,2
"1028","таб_9246370","Сотрудник",1,1,1,1,1,1,1,1
"1029","таб_3936062","Менеджер",5,3,2,2,1,2,1,3
"1030","таб_4125084","Менеджер",5,4,2,3,2,3,3,3
"1031","таб_4978459","Сотрудник",2,2,1,1,1,1,2,2
"1032","таб_1267846","Сотрудник",1,1,1,1,1,1,1,1
"1033","таб_5649427","Сотрудник",2,2,1,1,1,1,2,1
"1034","таб_5710256","Сотрудник",1,1,1,1,1,1,2,1
"1035","таб_375176","Сотрудник",2,1,1,1,1,1,2,2
"1036","таб_9550310","Менеджер",4,2,2,1,2,3,3,2
"1037","таб_5125019","Сотрудник",2,1,1,1,1,1,2,2
"1038","таб_2684294","Сотрудник",2,1,1,1,1,1,1,2
"1039","таб_6659546","Сотрудник",3,2,2,1,1,1,1,2
"1040","таб_2995950","Сотрудник",2,2,1,1,1,1,2,2
"1041","таб_8522176","Менеджер",5,3,2,1,5,4,5,3
"1042","таб_7565048","Менеджер",4,2,2,1,2,3,3,2
"1043","таб_6676497","Сотрудник",2,1,1,1,1,1,2,2
"1044","таб_6072747","Сотрудник",4,2,2,1,1,1,1,2
"1045","таб_2910153","Сотрудник",4,2,1,1,1,1,1,1
"1046","таб_2993316","Менеджер",4,3,2,1,1,1,3,3
"1047","таб_1999773","Сотрудник",2,2,1,1,1,1,1,1
"1048","таб_3607135","Сотрудник",2,2,1,1,1,1,2,2
"1049","таб_2927421","Менеджер",4,2,2,1,2,3,3,2
"1050","таб_1455103","Сотрудник",4,2,1,1,1,1,3,1
"1051","таб_4685850","Сотрудник",3,2,1,1,1,1,1,2
"1052","таб_7465841","Сотрудник",2,2,1,1,1,1,2,2
"1053","таб_502694","Сотрудник",4,2,1,1,1,1,1,2
"1054","таб_2930241","Менеджер",4,3,2,1,2,1,1,1
"1055","таб_7623322","Сотрудник",2,2,2,1,1,1,1,1
"1056","таб_507386","Сотрудник",2,2,1,1,1,1,2,2
"1057","таб_9841418","Сотрудник",2,1,1,1,1,1,1,1
"1058","таб_3940971","Сотрудник",5,2,2,1,1,1,1,2
"1059","таб_97082","Сотрудник",2,2,1,1,1,1,2,1
"1060","таб_5529149","Менеджер",5,3,1,1,1,2,1,1
"1061","таб_4521671","Менеджер",4,2,2,1,2,4,3,3
"1062","таб_2689622","Сотрудник",2,2,1,1,1,2,2,2
"1063","таб_1551125","Сотрудник",2,2,1,1,1,1,1,1
"1064","таб_8831471","Менеджер",6,5,3,4,3,2,5,5
"1065","таб_6718417","Сотрудник",2,2,1,1,1,2,2,2
"1066","таб_2202910","Сотрудник",1,1,1,1,1,1,2,1
"1067","таб_7372529","Сотрудник",2,2,1,1,1,1,2,2
"1068","таб_4955933","Сотрудник",2,2,1,1,1,1,2,2
"1069","таб_1934693","Сотрудник",2,2,2,1,1,1,1,1
"1070","таб_869161","Менеджер",5,3,2,3,1,2,3,4
"1071","таб_9585654","Сотрудник",2,2,1,1,1,1,2,1
"1072","таб_4723326","Сотрудник",4,2,1,1,1,1,1,1
"1073","таб_3657906","Менеджер",4,2,2,1,2,2,3,2
"1074","таб_4679195","Сотрудник",1,1,1,1,1,1,1,1
"1075","таб_8488752","Сотрудник",1,1,1,1,1,1,2,1
"1076","таб_9547210","Сотрудник",2,2,1,1,1,1,2,2
"1077","таб_6016506","Сотрудник",2,1,1,1,1,1,1,1
"1078","таб_4356496","Сотрудник",2,2,1,1,1,1,2,2
"1079","таб_3608140","Сотрудник",2,2,1,1,1,1,2,2
"1080","таб_4885304","Менеджер",4,2,2,1,2,3,3,2
"1081","таб_7945050","Сотрудник",2,2,1,1,1,1,2,2
"1082","таб_8434012","Сотрудник",4,3,2,1,1,1,1,1
"1083","таб_735382","Менеджер",4,2,2,1,2,3,3,2
"1084","таб_1826540","Сотрудник",1,1,1,1,1,1,1,1
"1085","таб_5823337","Менеджер",4,2,2,1,2,3,3,2
"1086","таб_6054222","Менеджер",4,2,2,1,2,3,3,2
"1087","таб_9838008","Менеджер",4,2,2,1,2,1,3,2
"1088","таб_787571","Сотрудник",4,2,1,1,1,1,1,1
"1089","таб_9734493","Сотрудник",2,2,1,1,1,1,2,2
"1090","таб_7538904","Сотрудник",3,1,1,1,1,1,1,1
"1091","таб_2401611","Сотрудник",2,2,1,1,1,1,2,2
"1092","таб_3625625","Сотрудник",4,2,1,1,1,1,1,1
"1093","таб_8689092","Сотрудник",3,2,1,1,1,1,1,1
"1094","таб_349753","Сотрудник",2,2,1,1,1,1,2,2
"1095","таб_7320510","Сотрудник",2,2,1,1,1,1,2,2
"1096","таб_5498103","Менеджер",2,2,2,1,2,1,2,2
"1097","таб_3800696","Менеджер",2,3,2,1,2,2,3,3
"1098","таб_5516947","Сотрудник",5,3,1,1,1,1,1,2
"1099","таб_1721541","Сотрудник",2,2,1,1,1,1,1,1
"1100","таб_9378978","Менеджер",4,1,2,1,2,1,2,2
"1101","таб_2518265","Сотрудник",4,2,1,1,1,1,1,1
"1102","таб_8831852","Менеджер",5,3,1,3,1,1,1,1
"1103","таб_9209070","Сотрудник",2,2,1,1,1,1,2,2
"1104","таб_9219841","Менеджер",5,3,1,1,1,2,1,1
"1105","таб_5432047","Менеджер",6,5,2,4,3,1,5,5
"1106","таб_6641824","Сотрудник",2,1,1,1,1,1,1,1
"1107","таб_1640382","Сотрудник",2,1,1,1,1,1,1,1
"1108","таб_9600059","Сотрудник",2,2,1,1,1,1,1,1
"1109","таб_4296495","Сотрудник",4,3,2,1,1,1,1,1
"1110","таб_37491","Сотрудник",1,1,1,1,1,1,2,1
"1111","таб_2959457","Менеджер",4,2,2,1,2,3,3,2
"1112","таб_4848215","Сотрудник",4,3,2,1,1,1,1,3
"1113","таб_9372155","Менеджер",4,2,2,1,2,3,3,2
"1114","таб_4698287","Менеджер",5,3,1,1,1,1,3,2
"1115","таб_9593548","Сотрудник",2,2,1,1,1,1,2,2
"1116","таб_1932822","Сотрудник",1,1,1,1,1,1,2,1
"1117","таб_68770","Менеджер",5,3,1,1,1,2,3,2
"1118","таб_3381851","Сотрудник",1,2,1,1,1,1,1,1
"1119","таб_8697328","Сотрудник",2,1,1,1,1,1,1,1
"1120","таб_1016783","Менеджер",4,2,2,1,2,1,3,2
"1121","таб_4895097","Сотрудник",4,2,1,1,1,1,3,1
"1122","таб_9419459","Сотрудник",2,2,1,1,1,1,2,2
"1123","таб_1141248","Сотрудник",3,2,1,1,1,1,1,2
"1124","таб_8136857","Сотрудник",5,3,2,1,1,2,1,3
"1125","таб_4773710","Сотрудник",2,2,1,1,1,1,2,2
"1126","таб_7361652","Сотрудник",1,1,1,1,1,1,1,1
"1127","таб_2778502","Сотрудник",5,2,2,2,1,1,1,2
"1128","таб_2992359","Менеджер",4,1,2,1,2,1,2,2
"1129","таб_9440211","Сотрудник",4,2,2,1,1,1,1,2
"1130","таб_4180372","Менеджер",5,3,2,2,1,2,1,1
"1131","таб_4984844","Сотрудник",2,2,1,1,1,2,2,2
"1132","таб_5732445","Сотрудник",2,1,1,1,1,1,1,1
"1133","таб_6468659","Менеджер",4,2,2,1,2,3,3,2
"1134","таб_4023064","Сотрудник",2,2,1,1,1,1,2,2
"1135","таб_4679296","Сотрудник",4,2,1,1,1,1,2,3
"1136","таб_53472","Сотрудник",2,2,1,1,1,1,1,1
"1137","таб_2232467","Менеджер",2,3,2,1,2,2,3,3
"1138","таб_2580517","Менеджер",4,2,2,2,1,1,1,2
"1139","таб_9572051","Менеджер",2,2,2,1,2,1,2,2
"1140","таб_4310903","Сотрудник",3,2,1,1,1,1,1,1
"1141","таб_9065918","Сотрудник",4,2,1,1,1,1,2,2
"1142","таб_1673424","Сотрудник",2,1,1,1,1,1,1,1
"1143","таб_3797929","Сотрудник",4,2,1,1,1,1,1,2
"1144","таб_8126153","Менеджер",4,2,1,1,1,1,2,2
"1145","таб_3581783","Сотрудник",4,2,1,1,1,1,2,2
"1146","таб_5263373","Сотрудник",2,2,1,1,1,1,2,2
"1147","таб_4092246","Сотрудник",2,2,1,1,1,1,2,2
"1148","таб_1030588","Менеджер",5,4,2,2,2,1,5,5
"1149","таб_5320848","Менеджер",2,3,2,1,2,2,3,3
"1150","таб_6186492","Сотрудник",1,1,1,1,1,1,1,1
"1151","таб_94947","Сотрудник",1,1,1,1,1,1,2,1
"1152","таб_2847861","Сотрудник",1,1,1,1,1,1,1,1
"1153","таб_3592677","Сотрудник",2,2,1,1,1,1,1,1
"1154","таб_9582951","Сотрудник",2,2,1,1,1,1,2,2
"1155","таб_1444551","Сотрудник",4,2,1,1,1,1,2,2
"1156","таб_4841344","Сотрудник",5,2,2,1,1,1,1,2
"1157","таб_4761868","Менеджер",2,3,2,1,2,2,3,3
"1158","таб_6860452","Сотрудник",4,2,2,1,1,1,1,2
"1159","таб_5724812","Менеджер",5,3,2,2,1,2,1,2
"1160","таб_5941266","Менеджер",4,2,1,1,1,1,2,2
"1161","таб_61081","Сотрудник",2,2,1,1,1,1,2,2
"1162","таб_7196078","Менеджер",2,3,2,1,2,2,3,3
"1163","таб_3682339","Сотрудник",1,1,1,1,1,1,2,1
"1164","таб_6382811","Сотрудник",1,1,1,1,1,1,1,1
"1165","таб_2907816","Сотрудник",3,2,1,1,1,1,2,1
"1166","таб_5610444","Сотрудник",1,1,1,1,1,1,1,1
"1167","таб_5414661","Менеджер",5,4,3,4,2,2,1,1
"1168","таб_1999533","Сотрудник",1,1,1,1,1,1,1,1
"1169","таб_5746150","Менеджер",4,2,2,1,2,3,3,2
"1170","таб_3811714","Сотрудник",2,2,1,1,1,1,2,1
"1171","таб_1317124","Сотрудник",2,2,1,1,1,1,2,2
"1172","таб_6814239","Сотрудник",2,2,1,1,1,1,2,2
"1173","таб_5618854","Сотрудник",3,2,1,1,1,1,1,1
"1174","таб_6588410","Сотрудник",2,1,1,1,1,1,1,1
"1175","таб_4907592","Сотрудник",2,1,1,1,1,1,1,1
"1176","таб_8526760","Сотрудник",2,2,1,1,1,1,2,2
"1177","таб_4029380","Сотрудник",2,1,1,1,1,1,1,1
"1178","таб_3844799","Менеджер",4,2,2,1,2,1,3,3
"1179","таб_9907223","Менеджер",5,2,1,1,1,1,2,3
"1180","таб_7160108","Менеджер",6,5,2,4,4,4,4,5
"1181","таб_76080","Сотрудник",2,1,1,1,1,1,1,1
"1182","таб_8341118","Сотрудник",1,1,1,1,1,1,1,1
"1183","таб_5823662","Менеджер",2,2,2,1,2,1,2,2
"1184","таб_1569214","Сотрудник",3,2,1,1,1,1,1,1
"1185","таб_9997117","Сотрудник",1,1,1,1,1,1,1,1
"1186","таб_1133141","Сотрудник",1,1,1,1,1,1,2,1
"1187","таб_9471919","Сотрудник",2,2,1,1,1,1,2,2
"1188","таб_6773112","Сотрудник",1,1,1,1,1,1,1,1
"1189","таб_6546599","Сотрудник",2,1,1,1,1,1,2,2
"1190","таб_845004","Сотрудник",2,1,1,1,1,1,2,2
"1191","таб_4902452","Сотрудник",1,1,1,1,1,1,2,1
"1192","таб_2104448","Сотрудник",2,2,1,1,1,2,2,2
"1193","таб_1696043","Сотрудник",4,3,1,1,1,1,1,1
"1194","таб_2227373","Сотрудник",1,2,1,1,1,1,1,1
"1195","таб_2497404","Менеджер",2,3,2,1,2,2,3,3
"1196","таб_7023841","Сотрудник",2,2,1,1,1,1,2,2
"1197","таб_591877","Сотрудник",4,2,1,1,1,1,3,1
"1198","таб_5710093","Менеджер",2,3,2,1,2,2,3,3
