id,e_dighelp,n_dighelp,e_socnet,f_socnet,n_socnet,gt_score,pr01,pr02,pr03,pr04,pr05,pr06,pr07,pr08,pr09,pr10,co01,co02,co03,co04,co05,co06,co07,co08,co09,co10,ut01,ut02,ut03,ut04,ut05,ut06,ut07,ut08,ut09,ut10,ut11,ut12,fa01,fa02,fa03,fa04,fa05,fa06,fa07,fa08,fa09,fa10,de01,de02,de03,de04,de05,de06,de07,de08,de09,de10,de11,un01,un02,un03,un04,un05,un06,un07,un08,un09,un10,un11,un12,gt01,gt02,gt03,gt04,gt05,gt06,socnet,vk,fb,tw,in,tt,yt,freqvk,freqfb,freqtw,freqin,freqtt,freqyt,expvk,expfb,exptw,expin,exptt,expyt,dighelp,siri,alice,salut,oleg,alex,mia,mts,ggle,oth,oth_text,expsiri,expalice,expsalut,expoleg,expalex,expmia,expmts,expggle,expoth,expoth_text,selfdrcar,selfdrexp,selfdrsafe,eduai,eduaiexp,age,sex,edulvl1,spec1,edu2,edulvl2,spec2,jobfield,jobpos,city
C1hCP6GdAi,4,2,NA,NA,NA,2,3,3,3,3,3,3,2,3,3,4,2,2,4,3,1,2,1,1,1,2,4,4,4,4,1,4,4,5,4,4,3,4,1,2,1,1,1,3,3,2,2,1,2,2,2,1,5,3,3,4,5,2,3,4,3,4,3,3,3,1,3,3,1,4,5,1,3,1,2,3,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,-2,4,4,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,18,m,school,школьник,0,-2,-2,-,-,Кизнер
c6jGks9jiT,3.6666666666666665,3,2.5,2.5,2,2.3333333333333335,2,2,2,2,3,3,2,4,3,2,2,3,4,5,2,2,0,2,2,2,5,5,3,5,3,4,3,3,4,1,4,4,3,2,2,2,3,3,3,0,2,5,0,3,2,0,4,3,3,2,4,3,3,3,2,3,3,2,2,0,2,3,0,2,3,2,2,3,2,3,2,1,1,0,0,0,0,1,3,-2,-2,-2,-2,2,3,-2,-2,-2,-2,2,1,0,1,1,1,0,0,0,0,0,-2,-2,3,4,4,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,25,m,college,Мастер отделочных работ,0,-2,-2,Самозанятый,-,Калтан
CBUAHmfxT7,3.5,2,4,2.3333333333333335,3,1.8333333333333333,2,3,4,3,3,2,3,3,3,3,2,4,3,2,3,4,1,3,2,3,4,3,4,4,4,3,2,2,4,4,3,3,2,2,2,3,3,2,3,2,3,2,3,3,2,5,4,3,4,2,4,4,1,3,4,3,2,3,4,3,4,3,4,3,4,2,3,1,2,2,1,1,0,1,0,1,1,0,-2,3,-2,2,2,-2,-2,4,-2,4,4,-2,1,1,1,0,0,0,0,0,0,0,-2,3,4,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,1,4,25,m,master,Юрист,0,-2,-2,Налоговая сфера,Налоговик,Москва
CCLLXZmKFX,3,1,NA,NA,NA,2.8333333333333335,3,3,2,2,2,4,2,2,3,3,2,3,3,3,2,1,2,2,1,2,4,4,4,4,4,4,4,4,4,3,3,4,3,3,1,2,3,2,3,3,3,3,3,3,2,2,3,2,2,3,3,3,3,2,2,2,2,2,1,2,2,1,2,2,2,3,3,3,3,2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,47,f,master,филолог,1,bachelor,логопед,образование,преподаватель,Ишим
cDPkYVL8XK,NA,NA,2.3333333333333335,1.6666666666666667,3,0.3333333333333333,2,2,3,3,1,2,1,3,3,3,1,2,2,4,1,1,0,1,1,0,3,3,3,3,2,3,4,3,2,2,2,3,1,1,3,1,1,2,2,3,1,2,3,2,3,2,3,1,2,1,3,1,1,3,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,-2,2,-2,0,-2,3,-2,2,-2,2,-2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,47,f,bachelor,Schienze del Turismo,1,college,Design,-,-,Москва
cEhpXuWrOm,1,2,0,3,1,0.6666666666666666,2,2,2,1,0,4,2,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,3,0,0,4,3,4,4,4,3,2,4,4,4,4,4,0,0,1,3,0,0,1,1,0,0,0,0,0,3,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,0,1,1,0,0,0,0,0,0,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,64,f,college,швея,0,-2,-2,не работаю,не работаю,Санкт-Петербург
CmgiNuQfyp,NA,NA,1.6,2.6,5,3.5,2,2,3,4,0,0,3,2,3,3,1,0,3,3,1,0,4,2,1,2,4,3,3,3,2,2,4,4,3,3,0,2,3,2,3,0,2,2,0,3,3,4,2,0,2,4,4,0,2,0,3,0,0,3,3,0,3,3,3,0,5,1,1,3,3,4,4,4,3,3,3,1,1,0,1,1,1,1,3,-2,3,3,1,3,2,-2,1,1,3,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,36,f,specialist,Документоведение и информационная аналитика,0,-2,-2,Культура,Библиограф,Санкт-Петербург
Cnz4M0NWTH,NA,NA,5,3,1,1,4,3,3,3,5,4,4,3,3,3,3,3,3,3,3,3,0,2,4,2,5,5,5,0,5,4,3,4,4,3,5,4,3,1,0,0,2,2,3,1,1,2,2,3,2,1,5,5,4,3,3,3,3,3,3,4,4,3,4,3,3,3,3,4,4,0,2,1,0,2,1,1,1,0,0,0,0,0,3,-2,-2,-2,-2,-2,5,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,38,m,college,"Монтаж, наладка и эксплуатация электрического оборудования гражданских и промышленных зданий",0,-2,-2,Ремонт бытовой техники,Мастер по ремонту,Пермь
cSzTg5LENR,NA,NA,NA,NA,NA,2.1666666666666665,2,2,3,2,2,4,2,3,2,2,2,2,3,3,2,2,2,2,2,3,3,2,3,3,2,3,2,3,2,2,3,3,1,2,1,2,2,1,2,2,2,2,3,3,1,2,3,1,3,3,4,1,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,26,m,college,фельдшер,0,-2,-2,продажи,менеджер по продажам,санкт-петербург
ctActo4w67,3.6666666666666665,3,3.4,2.6,5,1.3333333333333333,4,3,4,3,3,3,3,4,3,3,3,4,4,2,3,3,1,1,3,2,5,5,5,5,5,4,5,4,3,5,2,5,4,3,1,1,4,5,3,3,4,2,3,2,3,2,4,1,4,4,4,3,4,4,3,5,3,3,3,3,3,2,3,3,3,1,1,1,1,2,2,1,1,1,0,1,1,1,3,3,-2,2,3,2,4,4,-2,3,2,4,1,0,1,0,0,0,0,1,1,0,-2,-2,3,-2,-2,-2,-2,4,4,-2,-2,0,NA,NA,1,4,71,f,specialist,Инженер-механик,1,bachelor,Преподаватель,-,-,Краснодар
cugy9zkPlK,NA,NA,4,3,2,0.5,3,3,4,4,1,4,2,3,4,1,0,0,4,3,0,1,0,0,0,0,4,3,4,3,3,4,4,3,4,2,2,4,0,0,0,0,0,0,0,0,0,3,3,0,0,2,4,0,3,1,4,0,2,4,2,3,4,3,1,1,4,2,1,2,1,0,1,1,1,0,0,1,1,0,0,0,0,1,3,-2,-2,-2,-2,3,4,-2,-2,-2,-2,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,27,f,college,секретарь,0,-2,-2,-,-,санкт-петербург
CxRA9dbSiK,3,2,3,3,2,2.1666666666666665,4,3,4,3,2,3,2,3,3,4,3,3,3,4,2,2,1,2,2,1,4,4,5,1,4,4,3,3,3,3,2,4,3,0,0,1,3,2,2,1,2,2,1,2,1,2,3,2,3,3,4,3,3,4,3,3,3,3,3,2,3,2,2,3,3,3,2,3,2,1,2,1,1,0,0,0,0,1,3,-2,-2,-2,-2,3,3,-2,-2,-2,-2,3,1,0,0,0,0,0,0,1,1,0,-2,-2,-2,-2,-2,-2,-2,3,3,-2,-2,0,NA,NA,0,NA,36,f,specialist,финансы и кредит,0,-2,-2,продажи,менеджер,краснодар
D2SJXznsSG,NA,NA,3.3333333333333335,3,3,2,2,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,2,2,3,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,3,1,2,1,1,2,2,1,2,2,2,2,3,1,1,3,1,1,0,1,0,0,1,3,-2,3,-2,-2,3,3,-2,4,-2,-2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,32,f,school,Нет специальности,0,-2,-2,-,-,Барнаул
D49TrgdvWD,3.5,2,4,1.6,5,2.5,2,2,3,2,0,4,3,2,3,5,2,2,2,4,2,1,3,2,1,2,5,3,4,4,3,5,5,5,4,3,1,5,2,1,4,0,2,3,2,2,2,2,3,1,4,0,3,1,5,3,2,2,2,3,1,0,1,1,0,1,2,1,1,1,0,1,2,3,2,3,4,1,1,1,0,1,1,1,3,1,-2,1,2,1,5,3,-2,3,4,5,1,0,1,0,0,0,1,0,0,0,-2,-2,4,-2,-2,-2,3,-2,-2,-2,-2,0,NA,NA,0,NA,32,f,college,Юридическое,0,-2,-2,-,-,Ижевск
D7GV7o71AX,3,1,2,2.25,4,0.3333333333333333,2,2,0,0,0,4,0,2,2,4,0,2,1,5,0,0,0,3,1,3,5,5,3,5,5,2,2,2,2,4,1,2,0,2,0,0,1,0,0,2,0,1,0,1,0,2,5,1,1,1,4,0,0,3,0,4,0,3,1,3,3,3,3,3,4,1,0,0,0,1,0,1,1,1,0,1,0,1,2,2,-2,2,-2,3,1,0,-2,3,-2,4,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,43,m,master,Зооинженер,0,-2,-2,Самозанятый,Самозанятый,Чебоксары
D8oTo54hC9,3.6666666666666665,3,2.6,2,5,0.8333333333333334,4,4,4,4,3,4,3,4,4,3,3,2,2,4,3,4,1,2,3,3,4,4,5,2,5,5,5,5,2,2,3,3,4,3,0,1,4,3,2,4,4,3,2,3,2,0,5,3,4,3,5,3,3,3,4,4,3,4,3,2,5,3,4,4,4,0,0,1,1,3,0,1,1,0,1,1,1,1,3,-2,0,3,3,1,2,-2,3,0,4,4,1,0,1,1,0,0,0,0,1,0,-2,-2,3,4,-2,-2,-2,-2,4,-2,-2,1,4,4,1,3,25,f,college,Коммерция,0,-2,-2,-,-,Самара
dBtvDRJJYT,3.5,2,3.25,3,4,2,3,3,4,3,2,3,3,3,3,3,2,1,3,4,1,2,5,2,3,3,3,4,4,4,3,4,3,3,3,3,2,3,2,1,0,0,2,3,3,1,1,1,3,1,0,1,5,2,2,3,4,2,1,3,2,3,2,3,3,1,4,3,3,3,3,1,2,3,3,2,1,1,1,0,0,1,1,1,3,-2,-2,3,3,3,4,-2,-2,2,3,4,1,0,1,0,0,0,0,0,1,0,-2,-2,4,-2,-2,-2,-2,-2,3,-2,-2,0,NA,NA,1,2,34,f,specialist,горный инженер,0,-2,-2,добыча полезных ископаемых,лаборант химического анализа,Железногорск Курская область
DchEVHY7pA,3.5,2,4,2.3333333333333335,3,2,2,2,3,3,0,2,2,3,3,4,2,2,3,4,1,1,4,0,0,3,4,4,4,5,3,2,3,4,3,3,2,3,1,4,2,1,4,1,3,4,4,4,3,2,2,1,4,2,2,3,4,1,2,3,1,1,3,2,0,0,3,0,2,3,3,1,2,3,3,2,1,1,1,0,0,1,0,1,2,-2,-2,2,-2,3,3,-2,-2,4,-2,5,1,0,1,1,0,0,0,0,0,0,-2,-2,4,3,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,21,m,bachelor,Редактор (Газетно-журнальное издательское дело),0,-2,-2,-,-,Москва
ddBupPLSv2,3,1,NA,NA,NA,1.6666666666666667,2,3,2,3,1,2,2,3,3,3,2,2,1,3,2,1,2,1,1,1,4,3,4,3,2,3,4,4,2,2,2,5,1,2,1,1,2,2,2,2,2,2,3,3,2,1,3,2,3,2,2,2,1,3,2,3,2,3,2,1,2,1,1,1,3,1,1,3,1,3,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,1,3,25,m,college,ОМД,0,-2,-2,металлургия,менеджер,Ревда
DIxxqD2G2n,4,1,4,3,1,2.5,4,2,2,2,2,2,4,4,3,3,3,4,4,4,4,4,2,4,3,4,3,3,4,3,2,3,5,4,4,1,4,4,4,2,4,3,3,3,2,0,1,2,3,2,4,2,3,3,4,3,1,2,1,4,4,3,4,3,1,3,4,4,4,5,3,3,3,3,2,1,3,1,1,0,0,0,0,0,3,-2,-2,-2,-2,-2,4,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,36,m,master,инженер,0,-2,-2,-,-,Сланцы
djOWqnY5tw,4,1,3.6666666666666665,3,3,2.5,3,2,1,2,2,4,3,3,3,1,2,2,3,3,2,2,2,0,2,1,5,3,4,4,3,4,5,5,3,3,3,5,3,3,1,1,3,2,2,3,2,3,3,2,2,1,4,1,2,3,4,2,2,5,4,5,3,4,4,4,5,1,3,4,4,1,3,3,3,2,3,1,1,0,0,0,1,1,3,-2,-2,-2,3,3,3,-2,-2,-2,4,4,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,1,4,18,f,college,Лаборант,0,-2,-2,-,-,Уфа
dmMiu2KO7e,2.6666666666666665,3,2,2.5,4,3,5,1,5,1,3,4,5,4,4,4,5,3,5,5,5,2,2,1,5,2,5,5,5,1,4,5,4,4,5,4,4,5,4,3,0,1,4,4,5,4,4,5,4,4,3,0,5,4,4,5,5,3,1,5,4,4,5,5,4,4,5,4,1,5,4,3,2,2,4,3,4,1,1,0,1,1,0,1,3,-2,2,2,-2,3,1,-2,5,2,-2,0,1,1,1,1,0,0,0,0,0,0,-2,4,3,1,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,1,4,28,m,bachelor,"Проектирование, эксплуатация, инжиниринг АЭС",0,-2,-2,Онлайн-обучение,Руководитель группы,Курск
dWW5OFeDvC,NA,NA,NA,NA,NA,3,2,0,4,4,1,3,4,1,2,1,1,2,2,3,2,3,1,1,3,1,2,2,4,2,2,1,2,2,3,4,2,1,2,4,2,2,1,1,4,2,3,3,4,2,2,4,1,1,2,1,3,3,3,3,3,4,1,3,3,2,4,4,2,3,1,3,3,3,3,3,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,44,m,postgrad,экономист,0,-2,-2,-,-,Ростов-на-Дону
dyTvYdCDJ8,4,1,3,2.4,5,2.5,3,2,4,2,2,3,3,3,3,3,2,3,3,4,2,3,2,2,2,2,3,4,4,3,3,2,4,3,3,2,3,3,3,2,1,1,3,3,3,1,3,2,3,1,2,2,3,3,2,3,4,2,3,3,2,3,2,3,2,3,3,2,3,3,3,3,2,3,2,3,2,1,1,1,1,1,0,1,3,3,2,2,-2,2,3,3,3,3,-2,3,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,59,m,college,Артист,0,-2,-2,Музыкальное образование,Педагог,Кисловодск
dyWCwP0cR4,5,3,3.5,1.6666666666666667,6,1.5,4,2,4,5,2,3,4,4,3,4,3,4,4,5,1,3,1,1,1,1,5,4,5,4,4,5,4,4,4,2,3,4,3,4,0,1,3,2,3,4,3,3,4,3,1,0,5,2,3,3,4,1,4,4,4,4,4,4,3,4,4,1,1,5,3,1,1,1,1,2,3,1,1,1,1,1,1,1,3,0,0,2,2,3,5,2,1,4,4,5,1,1,1,0,0,0,0,0,1,0,-2,5,5,-2,-2,-2,-2,-2,5,-2,-2,0,NA,NA,0,NA,32,m,specialist,технология продуктов общественного питания,0,-2,-2,грузоперевозки,водитель,тольятти
DYymbGUKy4,NA,NA,2,1.3333333333333333,3,2.1666666666666665,1,1,1,2,1,3,1,2,1,2,1,2,2,3,1,1,0,1,1,0,4,2,2,2,3,3,2,1,2,1,3,2,2,2,5,0,2,1,1,2,2,2,2,0,0,1,2,1,3,1,1,0,1,3,1,2,3,1,1,0,3,1,0,2,3,3,2,3,2,1,2,1,1,1,0,0,0,1,1,0,-2,-2,-2,3,3,1,-2,-2,-2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,45,m,school,отсутствует,0,-2,-2,Обслуживание и ремонт контрольно-кассовой техники,Механик,Луга
Dz8Be0cKg9,3,3,3,3,1,1.5,3,3,3,3,3,2,3,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,3,2,3,2,3,2,2,3,3,2,3,3,3,3,2,3,2,3,3,0,2,1,3,0,3,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,3,1,1,1,1,0,0,0,0,0,0,-2,3,3,3,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,32,m,bachelor,технолог,0,-2,-2,it,web master,москва
E1JG5cwnGL,NA,NA,3,2.5,2,1.8333333333333333,1,1,1,4,0,2,0,1,2,2,1,2,1,3,2,1,1,4,1,1,1,1,2,1,1,1,4,3,3,2,0,2,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,0,1,1,2,2,1,2,1,4,1,4,1,2,4,1,2,4,3,2,2,1,3,1,2,1,1,0,0,1,0,0,3,-2,-2,2,-2,-2,3,-2,-2,3,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,31,f,specialist,управление персоналом,0,-2,-2,фриланс,-,Электросталь
E2ms2EqAFX,3.5,2,5,3,1,1.1666666666666667,2,2,3,3,3,3,0,3,0,3,3,3,4,5,3,4,0,3,3,3,5,5,3,5,3,5,3,3,5,3,5,3,0,0,0,0,0,1,2,1,0,0,1,2,1,0,5,3,3,2,5,1,3,5,3,5,3,4,3,3,5,4,4,5,5,0,1,1,1,2,2,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,5,1,1,1,0,0,0,0,0,0,0,-2,3,4,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,32,m,specialist,Учитель права,0,-2,-2,Пивной блогер,Блогер,Новосибирск
EckZFtOsNt,NA,NA,3,2.3333333333333335,3,2,0,4,1,1,4,4,0,0,4,4,3,1,1,2,2,3,3,1,2,2,3,3,0,3,2,3,4,3,3,0,3,3,1,4,1,1,1,1,4,3,4,1,0,0,0,5,5,4,0,0,5,0,5,2,2,2,3,4,4,3,4,2,2,1,3,2,2,2,2,2,2,1,1,0,0,1,1,0,3,-2,-2,2,2,-2,3,-2,-2,3,3,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,24,f,bachelor,экономист,0,-2,-2,бухгалтер,бухгалтер,брянск
EdCzjyLprn,3,1,3,3,3,1.8333333333333333,3,3,4,3,3,3,2,3,3,3,1,1,3,4,1,1,1,0,0,0,3,4,5,3,3,3,4,4,3,3,3,3,3,1,0,0,0,3,2,2,1,2,3,3,2,2,4,3,3,3,4,1,2,4,3,4,3,3,3,3,4,4,3,3,4,1,2,2,1,2,3,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,2,-2,-2,3,-2,4,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,35,m,specialist,Инженер,0,-2,-2,Энергетика,Эксперт,Москва
edfP6uPquS,4.5,2,5,3,3,4,5,4,4,0,2,4,4,4,5,4,4,4,4,5,3,3,1,4,4,3,4,3,5,3,4,4,5,5,3,1,2,5,1,4,1,1,2,4,3,4,3,4,5,4,4,1,4,1,4,4,5,4,1,3,3,3,3,4,3,4,4,1,4,2,4,4,4,4,4,4,4,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,5,-2,-2,5,-2,5,1,1,1,0,0,0,0,0,0,0,-2,4,5,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,34,f,specialist,Менеджер,0,-2,-2,Продажи,Менеджер по продажам,Иркутск
EeNnBIJDlo,4,4,4,2.6666666666666665,3,2.6666666666666665,3,2,3,4,2,3,2,3,2,2,1,2,1,1,2,2,4,1,1,2,0,1,4,0,1,0,1,0,1,5,0,1,1,4,0,1,2,2,4,4,4,1,3,2,0,3,0,2,0,2,4,3,3,0,0,1,1,0,5,1,1,1,1,1,0,3,3,3,3,2,2,1,1,1,0,1,0,0,3,2,-2,3,-2,-2,4,4,-2,4,-2,-2,1,1,1,1,1,0,0,0,0,0,-2,4,4,4,4,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,35,m,master,инженер,1,bachelor,юрист,финансы,аналитик,владивосток
EfDb76QSWJ,3,1,4,2,1,1.3333333333333333,2,1,4,2,1,4,3,1,2,3,1,2,1,3,1,4,1,4,1,1,4,4,4,3,4,4,4,4,4,4,1,1,1,1,2,1,3,3,2,2,2,3,1,2,1,1,4,1,3,1,4,1,2,1,2,4,2,2,1,1,1,3,2,1,1,1,3,1,1,0,2,1,0,0,0,0,1,0,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,4,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,43,m,specialist,Экономика,0,-2,-2,ЖКХ,Контролер,Пензенская область
EhekF0aOMg,3.3333333333333335,3,4,3,2,2.3333333333333335,3,4,4,3,3,4,3,3,4,2,3,3,4,4,4,3,2,4,3,4,4,4,4,4,3,4,3,3,3,1,3,3,2,3,2,1,3,3,2,3,2,4,3,2,2,1,3,2,4,3,4,2,2,2,1,2,1,2,1,2,3,1,1,1,3,2,2,2,3,3,2,1,1,0,0,1,0,0,3,-2,-2,3,-2,-2,4,-2,-2,4,-2,-2,1,0,1,1,0,0,0,0,1,0,-2,-2,4,3,-2,-2,-2,-2,3,-2,-2,0,NA,NA,0,NA,43,f,specialist,психолог,0,-2,-2,здравоохранение,специалист по продажам,Красноусольский
El5WhPcmov,2.3333333333333335,3,2.6666666666666665,2.6666666666666665,3,1.6666666666666667,3,2,3,3,1,3,2,4,3,4,2,2,2,4,2,4,0,1,2,2,4,4,5,2,5,4,4,3,4,3,3,4,2,2,2,1,2,2,3,2,3,2,3,2,1,0,5,3,3,2,5,3,0,4,3,3,4,4,4,4,4,4,4,4,4,1,2,2,1,1,3,1,1,0,0,1,0,1,2,-2,-2,3,-2,3,2,-2,-2,2,-2,4,1,0,1,1,1,0,0,0,0,0,-2,-2,3,2,2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,27,f,bachelor,Учитель русского языка и литературы,0,-2,-2,Служба доставки,Оператор,Уссурийск
EnW2W5CbGV,2,1,3,2,3,1.6666666666666667,2,2,1,1,2,3,2,3,3,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,2,2,2,2,1,2,3,3,2,2,3,3,2,2,3,3,2,2,1,1,2,1,2,1,2,3,2,1,3,1,1,1,1,2,3,2,1,1,0,0,0,1,1,3,-2,-2,-2,0,3,3,-2,-2,-2,3,3,1,0,1,0,0,0,0,0,0,0,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,44,f,bachelor,психолог,1,college,специалист аэропорта,самозанятый,выполнение различных проектов,Санкт-Петербург
eOUVf60lrb,3,1,3,3,3,2.8333333333333335,3,3,4,1,2,3,3,3,3,4,1,3,3,1,1,2,3,2,2,1,5,3,4,3,4,2,2,2,3,2,2,3,2,2,2,1,3,2,3,3,2,2,1,3,2,3,4,2,2,1,4,4,3,2,1,1,2,2,1,1,1,1,2,1,2,3,3,3,3,3,2,1,1,0,1,1,0,0,3,-2,3,3,-2,-2,3,-2,2,4,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,22,f,college,Экономика и бухгалтерский учёт,0,-2,-2,-,-,Нижний Новгород
eoZXILVYyf,3.3333333333333335,3,3.6,2,5,2.8333333333333335,4,3,3,3,3,4,2,4,4,3,3,3,3,3,3,2,2,2,2,2,4,4,4,1,3,4,4,5,3,3,4,4,2,3,1,2,2,3,1,3,3,3,2,2,2,2,4,3,3,3,4,3,3,2,2,2,2,2,2,2,3,2,3,1,2,3,3,2,3,3,3,1,1,1,1,1,0,1,2,2,2,2,-2,2,4,3,3,4,-2,4,1,0,1,1,0,0,0,0,1,0,-2,-2,3,4,-2,-2,-2,-2,3,-2,-2,0,NA,NA,0,NA,44,m,college,омс,0,-2,-2,техника,водитель,Екатеринбург
EQHaqVFpyk,3.6666666666666665,3,3,3,1,1.3333333333333333,4,3,3,1,1,5,3,4,1,1,4,2,4,4,4,4,0,3,4,3,5,4,5,3,0,5,5,5,4,5,1,1,3,5,2,4,4,2,1,0,1,5,0,1,3,2,1,2,4,1,1,4,0,3,0,2,3,2,0,1,0,0,0,0,0,0,0,1,1,4,2,1,0,1,0,0,0,0,-2,3,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,1,0,1,1,0,0,0,0,1,0,-2,-2,3,4,-2,-2,-2,-2,4,-2,-2,0,NA,NA,0,NA,53,f,college,прессовщик изделий из пластмасс с умением работать на литьевых машинах,0,-2,-2,оптовая торговля,менеджер,кемерово
Er2eYMpCxb,3,4,3.2,1.8,5,2.1666666666666665,2,3,3,4,2,4,3,3,3,1,1,1,3,3,0,3,0,0,0,3,4,2,4,2,2,4,3,3,3,2,2,2,1,0,1,1,1,1,1,1,0,5,2,2,2,2,4,2,4,2,4,1,1,4,4,4,4,4,3,2,4,4,3,3,4,2,1,3,3,1,3,1,1,1,0,1,1,1,2,0,-2,1,3,3,2,2,-2,3,4,5,1,1,1,1,0,0,0,0,1,0,-2,3,3,3,-2,-2,-2,-2,3,-2,-2,0,NA,NA,1,3,23,m,college,Архитектор,0,-2,-2,IT,СОЦИАЛЬНАЯ ИНЖЕНЕРИЯ,Москва
